timestamp,open,high,low,close,volume
2018-12-11,20.7100,21.1400,19.6900,19.9800,88027392
2018-12-10,19.3500,20.1300,19.2700,19.9900,77984520
2018-12-07,21.3000,21.3799,19.1700,19.4600,105764534
2018-12-06,20.2200,21.4100,20.0600,21.3000,103434674
2018-12-04,23.3500,23.4200,21.0700,21.1200,127392924
2018-12-03,22.4800,23.7500,22.3700,23.7100,139605406
2018-11-30,21.3000,21.3600,20.5200,21.3000,82370737
2018-11-29,21.1900,21.6100,20.7300,21.4300,79853746
2018-11-28,21.8200,21.8800,20.1800,21.3400,134425292
2018-11-27,19.7700,21.4500,19.7300,21.0500,119230147
2018-11-26,19.9600,20.1900,19.1101,20.0800,83210988
2018-11-23,18.6100,19.8300,18.5600,19.3800,54611295
2018-11-21,20.0500,20.3100,18.5000,18.7300,81585649
2018-11-20,17.4000,19.5800,17.1800,19.2100,109869425
2018-11-19,20.4000,20.5900,19.0900,19.1100,93578236
2018-11-16,19.8700,20.9700,19.7200,20.6600,112376589
2018-11-15,20.7200,21.7700,20.4200,21.4900,97715488
2018-11-14,20.1800,21.1100,19.7599,20.8100,106344252
2018-11-13,19.2800,20.0200,18.9700,19.6100,76125994
2018-11-12,20.6800,20.8500,18.8000,19.0300,95948176
2018-11-09,20.7700,21.1900,20.1100,21.0300,85900699
2018-11-08,21.7700,22.0800,20.9700,21.2000,92387565
2018-11-07,21.4200,22.2235,21.0700,21.8400,121115776
2018-11-06,19.5000,21.6500,19.4800,20.6800,144995728
2018-11-05,20.1200,20.1800,18.8800,19.9000,108016703
2018-11-02,20.5900,21.0600,19.4700,20.2300,123787953
2018-11-01,18.4100,20.3300,18.0800,20.2200,136896463
2018-10-31,17.8700,18.3400,17.1200,18.2100,110463663
2018-10-30,16.3800,17.2400,16.1700,17.2000,99049408
2018-10-29,18.2100,18.2300,16.2700,16.8500,94479590
2018-10-26,18.4900,18.7800,17.0500,17.6300,119688961
2018-10-25,17.9200,20.1500,17.7200,19.2700,189173672
2018-10-24,25.0400,25.1000,22.7500,22.7900,134489106
2018-10-23,24.1800,25.2600,23.8500,25.0900,101763018
2018-10-22,24.4600,25.6400,24.0901,25.0300,114158919
2018-10-19,27.0300,27.1000,23.6000,23.6600,130799866
2018-10-18,27.0800,27.7500,26.4000,26.6200,79623723
2018-10-17,28.4100,28.5300,26.9199,27.3000,89466946
2018-10-16,26.6300,28.2300,26.1700,28.1800,92528973
2018-10-15,26.3800,26.7700,25.7500,26.2600,70523486
2018-10-12,26.7700,26.9697,25.6700,26.3400,111059406
2018-10-11,24.7400,26.2000,24.5500,25.3000,147013774
2018-10-10,27.3800,27.4000,24.9100,25.0000,147682923
2018-10-09,26.1500,27.7100,26.0000,27.2400,105461756
2018-10-08,26.7300,27.5400,25.9600,26.4600,103789499
2018-10-05,28.0700,28.4700,26.9300,27.3500,88008487
2018-10-04,27.9900,28.8300,27.3700,27.7800,95831156
